repo_url,sha,mi_before_avg,mi_after_avg,mi_diff_avg,cc_before_avg,cc_after_avg,cc_diff_avg,loc_before_avg,loc_after_avg,loc_diff_avg
https://ghp_your_token_here@github.com/graphistry/pygraphistry.git,554e5585d07f570624d837538eacb5fd985c1dd7,9.42398515919072,9.346572495571797,-0.0774126636189223,246.0,247.0,1.0,844.0,845.0,1.0
https://ghp_your_token_here@github.com/graphistry/pygraphistry.git,4901f9e56ffcf560e61e1832dd5983afbcc21789,64.3200378670423,64.49181508664512,0.17177721960281714,58.05555555555556,58.05555555555556,0.0,297.6111111111111,294.3888888888889,-3.2222222222222223
https://ghp_your_token_here@github.com/gabadi/claude-squad.git,6d26eb20ba45e27ef2fece1149f171e34532115f,66.63605557594923,100.0,33.36394442405077,31.8,0.0,-31.8,255.2,0.0,-255.2
https://ghp_your_token_here@github.com/jeremyeder/tmux-ultimate.git,0a791dc5c4937e2d3a7d2e80a9b7571638ed5389,32.6511946589752,32.26481897665052,-0.3863756823246831,73.5,74.0,0.5,590.0,605.0,15.0
https://ghp_your_token_here@github.com/jeremyeder/tmux-ultimate.git,c3a4e7707cd0451c59b14df059f28bb32a1d69af,54.3145069815501,38.14250443156999,-16.172002549980117,50.666666666666664,76.33333333333333,25.666666666666668,410.6666666666667,513.0,102.33333333333333
https://ghp_your_token_here@github.com/fbraza/python-vitals.git,d5aad2726940c1cb451624afb933902020c72253,78.50365968821701,78.50365968821701,0.0,3.25,3.25,0.0,37.75,37.75,0.0
https://ghp_your_token_here@github.com/fbraza/python-vitals.git,2f44ba3ff015b20dd51dc18b7f09a81b9bc5c15e,78.99799282343116,78.70571415236765,-0.2922786710635208,10.5,11.5,1.0,123.5,129.5,6.0
https://ghp_your_token_here@github.com/safety-research/crosscoder_emergent_misalignment.git,7090d0d70913ad8dd66840daa9f13832d5a87e0d,100.0,70.55373884369537,-29.446261156304626,0.0,20.876712328767123,20.876712328767123,0.0,189.26027397260273,189.26027397260273
https://ghp_your_token_here@github.com/TexasCoding/project-x-py.git,41e3003a95d1087c70b67a75ac417cabdc60e75c,65.48457265990078,65.67624184752601,0.19166918762523721,28.0,28.0,0.0,703.0,694.0,-9.0
https://ghp_your_token_here@github.com/itdojp/ITDO_ERP2.git,397a89b906fd961723365cbfdf89fb67432d0ad7,64.37135960514028,64.27093970685416,-0.10041989828611733,30.608695652173914,30.608695652173914,0.0,244.63768115942028,253.31884057971016,8.681159420289855
https://ghp_your_token_here@github.com/graphistry/pygraphistry.git,a1141d950f4c0fcf028dfd591cb189e03d38e233,56.936179724596,49.19070079186859,-7.745478932727406,71.2,78.1,6.9,345.9,386.7,40.8
https://ghp_your_token_here@github.com/sog4be/sakurs.git,54ad008b1d296d0e1750af2c0e1c58ace19b38d3,71.59932114203048,60.60685286298101,-10.99246827904947,34.6,41.6,7.0,118.0,178.0,60.0
https://ghp_your_token_here@github.com/Jianxun/ams_compose.git,5a584b97f75d619c155f43388204daabe0e4d6bc,54.88608681975525,56.43870860496161,1.5526217852063624,13.0,12.0,-1.0,99.0,88.0,-11.0
https://ghp_your_token_here@github.com/Jianxun/ams_compose.git,a238702fee11dedf6608b654e8645ff06c6cfac6,54.79241851663835,54.40228121380017,-0.39013730283817694,52.0,55.0,3.0,314.0,376.0,62.0
https://ghp_your_token_here@github.com/bossjones/boss-bot.git,21ea79437f716810540318228b76b5fc93e4385b,75.32171997497494,59.03000520872625,-16.29171476624869,25.25,53.5,28.25,228.25,381.0,152.75
https://ghp_your_token_here@github.com/bossjones/boss-bot.git,c4901398a8e03ae124e93eb319f215ceef930edf,38.7906601380454,39.29634085514678,0.5056807171013773,81.0,80.0,-1.0,389.0,389.0,0.0
https://ghp_your_token_here@github.com/yar0316/simple-architect-assistant.git,7cdf50cd52ea33d27246bb8f47a9509588bb9a65,36.888312369829194,36.9363725713748,0.048060201545602865,78.0,78.0,0.0,604.0,603.0,-1.0
https://ghp_your_token_here@github.com/yar0316/simple-architect-assistant.git,c71c93fde099623e1160facbdb5fb1147f7827cb,36.9363725713748,35.604385339884885,-1.3319872314899115,78.0,88.0,10.0,603.0,603.0,0.0
https://ghp_your_token_here@github.com/yar0316/simple-architect-assistant.git,502f0c4f722ffb91adc7352a692fec67d3760dd1,37.25405469534357,37.29944462311938,0.0453899277758083,90.0,90.0,0.0,637.0,635.0,-2.0
https://ghp_your_token_here@github.com/handley-lab/blackjax.git,a9d0f162dffbe0c1f6c7c9d94362a285d021ee2b,62.34201461749618,62.612750289486584,0.27073567199039983,14.8,15.0,0.2,405.8,404.2,-1.6
https://ghp_your_token_here@github.com/rossry/luminary.git,c23dd8ebc6e8ae4ce18e3fa9706059e277ba5748,50.56601900911934,50.54566179134153,-0.02035721777780708,28.5,28.5,0.0,677.5,682.0,4.5
https://ghp_your_token_here@github.com/bossjones/boss-bot.git,a2e7ec9936e92600bac72d8c4b087b23c799e73c,67.34889190636595,64.38704333466981,-2.9618485716961303,17.0,16.5,-0.5,213.5,255.5,42.0
https://ghp_your_token_here@github.com/bossjones/boss-bot.git,367793df9a9e7adeec4a14ddc7216fcfe94608fc,64.76545053610842,64.76545053610842,0.0,19.0,19.0,0.0,208.0,208.0,0.0
https://ghp_your_token_here@github.com/bossjones/boss-bot.git,753ebc860bb330ec145b810adf7083725278e81f,72.06091122292725,78.30995239760013,6.2490411746728824,15.571428571428571,14.0,-1.5714285714285714,175.0,166.28571428571428,-8.714285714285714
https://ghp_your_token_here@github.com/jeremyeder/tmux-ultimate.git,0a791dc5c4937e2d3a7d2e80a9b7571638ed5389,32.6511946589752,32.26481897665052,-0.3863756823246831,73.5,74.0,0.5,590.0,605.0,15.0
https://ghp_your_token_here@github.com/jeremyeder/tmux-ultimate.git,c3a4e7707cd0451c59b14df059f28bb32a1d69af,54.3145069815501,38.14250443156999,-16.172002549980117,50.666666666666664,76.33333333333333,25.666666666666668,410.6666666666667,513.0,102.33333333333333
https://ghp_your_token_here@github.com/EchoingVesper/mcp-task-orchestrator.git,2eef53698b6e94bad13db51d36fbb838caaa334f,100.0,68.62226200671697,-31.377737993283034,0.0,12.0,12.0,0.0,117.0,117.0
https://ghp_your_token_here@github.com/endersclarity/jobbot.git,d851741a251e1dacb6f4d021c375561e8b79e44b,79.44503403249479,79.44503403249479,0.0,20.666666666666668,20.666666666666668,0.0,230.66666666666666,235.0,4.333333333333333
https://ghp_your_token_here@github.com/huluobohua/storm-loop.git,c911546df93f3f03708747bc347787d300566529,91.72971829313575,54.6550145481592,-37.074703744976546,2.6842105263157894,39.36842105263158,36.68421052631579,14.894736842105264,325.63157894736844,310.7368421052632
https://ghp_your_token_here@github.com/huluobohua/storm-loop.git,9431a4e2acb0458b26d4b5fe1f7f947a6d3ea813,95.46568054406383,71.97240263889157,-23.49327790517226,8.066666666666666,30.866666666666667,22.8,34.6,179.06666666666666,144.46666666666667
https://ghp_your_token_here@github.com/seconds-0/swe-bench-runner.git,8a3d230234c2c713c50b2ee86c40cb4b1b37012a,39.1670418367814,38.955965151250716,-0.21107668553068967,98.0,98.0,0.0,694.8333333333334,702.6666666666666,7.833333333333333
https://ghp_your_token_here@github.com/arockwell/emdx.git,ea30b07c5811716a54576cbd92d36d920182b537,23.05813934539829,22.970598153603706,-0.08754119179458364,139.5,140.0,0.5,1168.0,1172.0,4.0
https://ghp_your_token_here@github.com/ttpss930141011/auto-futures-trading-machine.git,95699a0dc3e34eefad219bb091a5ef5bc6a58b11,79.50414216293602,80.44137134144168,0.937229178505641,9.969696969696969,11.454545454545455,1.4848484848484849,67.92424242424242,73.15151515151516,5.2272727272727275
https://ghp_your_token_here@github.com/ttpss930141011/auto-futures-trading-machine.git,a61214fe7cc2b9d5bbbec3dc25d0c631c4f853b0,92.41879678461314,87.01992530897255,-5.398871475640587,7.6,11.6,4.0,65.6,87.8,22.2
https://ghp_your_token_here@github.com/DashCoreAutoGuix/dash.git,c781f1ad39708ae4b865300d57002a85a174fb7c,63.115766361547344,60.2321446510692,-2.883621710478143,10.333333333333334,12.0,1.6666666666666667,238.66666666666666,245.66666666666666,7.0
https://ghp_your_token_here@github.com/MementoRC/llm-pytest-analyzer.git,a8dbf359cf8ba1c4b6dcbcad746ce0e65e987a3f,100.0,59.444434771491274,-40.555565228508726,0.0,43.0,43.0,3.0,299.3333333333333,296.3333333333333
https://ghp_your_token_here@github.com/MementoRC/llm-pytest-analyzer.git,d24e697c60446e222757af92b8e6120a2c58c3cb,39.31526513631502,38.23141449448904,-1.0838506418259861,68.5,70.0,1.5,538.0,617.5,79.5
https://ghp_your_token_here@github.com/sankalpsthakur/astronova.git,2c9b9ea72e158bf400bf5d1c74dc82d8ffb48c19,71.59431341468523,74.8760743081404,3.2817608934551608,17.5,17.5,0.0,91.0,95.5,4.5
https://ghp_your_token_here@github.com/vgreg/MeatPy.git,252be78e0d6ec236cd46e72bf0c172637691549d,94.13719076732846,86.863622762817,-7.273568004511481,0.0,0.0,0.0,22.142857142857142,19.571428571428573,-2.5714285714285716
https://ghp_your_token_here@github.com/rickhallett/aysekai-international.git,4e7f14ea6175a5acc60d2821dc76d5431f28beb4,60.0851909092767,59.74990418181243,-0.33528672746426835,17.166666666666668,17.166666666666668,0.0,153.33333333333334,159.83333333333334,6.5
https://ghp_your_token_here@github.com/rickhallett/aysekai-international.git,636d299d0b53cddaffd6dafcda7d5623f2502b0c,77.163030716591,77.29598236525885,0.1329516486678557,18.8,18.8,0.0,130.0,131.6,1.6
https://ghp_your_token_here@github.com/rickhallett/aysekai-international.git,fdc3ac55aac425a323fe8f501d8ec61531b8a011,61.36415889404048,60.923327545988535,-0.4408313480519463,22.0,22.0,0.0,168.0,174.0,6.0
https://ghp_your_token_here@github.com/rickhallett/aysekai-international.git,38249e7e1c3ef09a00964e7191dd09eceed445d2,34.58408201809058,34.542733037453665,-0.04134898063691139,84.0,84.0,0.0,196.5,198.5,2.0
https://ghp_your_token_here@github.com/itdojp/ITDO_ERP2.git,d04335260192387506c32f194faee6e59a8fb8b5,50.603252332689586,51.21929344096552,0.6160411082759367,39.25,37.625,-1.625,356.5,356.125,-0.375
https://ghp_your_token_here@github.com/567-labs/kura.git,fdb9730af395527482c0fa9fd3dbe382557833cb,66.4103930794803,66.4103930794803,0.0,23.5,23.5,0.0,158.0,161.16666666666666,3.1666666666666665
https://ghp_your_token_here@github.com/567-labs/kura.git,87d6f93271ef7195f0a7598828abcdae8781bb58,84.5737362719887,51.56641961928319,-33.00731665270551,15.076923076923077,74.23076923076923,59.15384615384615,95.53846153846153,265.61538461538464,170.07692307692307
https://ghp_your_token_here@github.com/567-labs/kura.git,a3561b42fdd1a133774267aeeebbbd8f6cb2b1ce,46.07388933761838,45.98368614996937,-0.09020318764900637,41.5,41.5,0.0,283.5,299.5,16.0
https://ghp_your_token_here@github.com/8ly-dev/Serv.git,28ecc5ed0d22098df1af719fff533687b435915c,76.50872779112491,76.4190591751405,-0.08966861598440327,42.333333333333336,42.333333333333336,0.0,128.33333333333334,128.0,-0.3333333333333333
